vendor,area,site_name,installed_capacity,latitude,longitude
INVT,UPC-05,CBR6055-NB1P5,4.92,13.336667,101.075556
INVT,UPC-05,CBR6798-NB1P5,4.92,13.083056,101.120556
INVT,UPC-05,CBR8600-NB1P5,4.92,13.409167,101.012222
INVT,UPC-05,CBR8618-NB1P5,4.92,13.150899,100.946997
INVT,UPC-05,CBR8660-NB1P5,4.92,12.695278,100.976667
INVT,UPC-05,CBR8679-NB1P5,4.92,12.924444,100.926944
INVT,UPC-05,CBR8732-NB1P5,4.92,13.430278,101.283333
INVT,UPC-05,CBR8734-DN1P5,4.92,12.800278,100.952222
INVT,UPC-05,CCS0004-NB1P5,4.92,13.538056,101.010278
INVT,UPC-05,CCS2227-DN3P5,4.92,13.847078,101.059906
INVT,UPC-05,CCS2425-NB1P5,4.92,13.599167,101.084167
INVT,UPC-05,CCS8544-NB1P5,4.92,13.546667,100.914722
INVT,UPC-05,CTB0602-NB1P5,4.92,12.620556,102.104167
INVT,UPC-05,CTB1604-NB1P5,4.92,12.567778,102.115278
INVT,UPC-05,CTB1636-NB1P5,4.92,12.555,101.975
INVT,UPC-05,CTB1650-NB1P5,4.92,13.130833,102.209444
INVT,UPC-05,CTB2164-DN1P10,4.92,12.779444,101.825
INVT,UPC-05,CTB2211-DN1P5,4.92,12.456667,102.218889
INVT,UPC-05,CTB3008-NB1P5,4.92,12.722222,101.976389
INVT,UPC-05,CTB4002-NB1P5,4.92,12.618056,102.095
INVT,UPC-05,CTB6022-DN1P5,4.92,13.116667,102.215833
INVT,UPC-05,CTB6791-NB1P5,4.92,12.469167,102.137778
INVT,UPC-05,CTB8554-DN1P5,4.92,12.793056,102.26
INVT,UPC-05,NKN1600-NB1P5,4.92,14.108889,100.969167
INVT,UPC-05,NKN2019-NB1P5,4.92,14.214167,101.201389
INVT,UPC-05,NKN2298-NB1P5,4.92,14.236667,101.155556
INVT,UPC-05,NKN6004-DN1P5,4.92,14.143056,100.983889
INVT,UPC-05,PCR1600-NB1P5,4.92,14.051944,101.399167
INVT,UPC-05,PCR1603-NB1P5,4.92,14.099167,101.369444
INVT,UPC-05,PCR2021-NB1P5,4.92,14.053056,101.368056
INVT,UPC-05,PCR2372-NB1P5,4.92,14.065556,101.520278
INVT,UPC-05,PCR4002-NB1P5,4.92,14.010278,101.704167
INVT,UPC-05,PCR8509-NB1P5,4.92,14.055833,101.359167
INVT,UPC-05,PCR8512-NB1P5,4.92,13.860556,101.555556
INVT,UPC-05,RYG1605-NB1P5,4.92,12.636389,101.513056
INVT,UPC-05,RYG1637-NB1P5,4.92,12.923056,101.254167
INVT,UPC-05,RYG1640-NB1P5,4.92,12.800278,101.187778
INVT,UPC-05,RYG1641-NB1P5,4.92,12.779167,101.235278
INVT,UPC-05,RYG1643-NB1P5,4.92,12.925278,101.316667
INVT,UPC-05,RYG1873-DN1P5,4.92,12.815,101.142222
INVT,UPC-05,RYG2332-DN1P10,4.92,12.935556,101.525556
INVT,UPC-05,RYG6003-NB1P5,4.92,12.726667,101.065556
INVT,UPC-05,RYG6006-NB1P5,4.92,13.008056,101.187778
INVT,UPC-05,RYG6007-NB1P5,4.92,13,101.148889
INVT,UPC-05,RYG6769-NB1P5,4.92,12.741667,101.175556
INVT,UPC-05,RYG8517-NB1P5,4.92,13.004167,101.111389
INVT,UPC-05,RYG8547-NB1P5,4.92,12.983889,101.209167
INVT,UPC-05,RYG8555-NB1P5,4.92,12.701667,101.254167
INVT,UPC-05,RYG8560-NB1P5,4.92,12.715278,101.004167
INVT,UPC-05,RYG8590A-DN1P5,4.92,12.703333,101.223056
INVT,UPC-05,RYG8590B-DN1P5,4.92,12.703333,101.223056
INVT,UPC-05,RYG8593-NB1P5,4.92,12.733056,101.086389
INVT,UPC-05,SKO1634-NB1P5,4.92,13.523056,102.171944
INVT,UPC-05,SKO2004-NB1P5,4.92,13.8225,102.0675
INVT,UPC-05,SKO3311-NB1P5,4.92,13.781667,102.164167
INVT,UPC-05,SKO4001-NB1P5,4.92,13.670556,102.550278
INVT,UPC-05,SKO6022-NB1P5,4.92,13.453889,102.297778
INVT,UPC-05,TRT0565-NB1P5,4.92,12.243056,102.512778
INVT,UPC-05,TRT3204-DN1P5,4.92,12.211667,102.311667
INVT,UPC-05,CBR7130-NBDC5,4.57,12.741944,100.840833
INVT,UPC-05,CBR0030-NB1P4,4.1,12.68,100.960556
INVT,UPC-05,CBR4010-NB1P4,4.1,12.761944,100.894444
INVT,UPC-05,CBR7023-NB1P4,4.1,13.224722,100.938056
INVT,UPC-05,CBR7101-NB1P4,4.1,13.460278,101.148056
INVT,UPC-05,CBR7132-NB1P4,4.1,13.2275,101.1525
INVT,UPC-05,CBR7187-NB1P4.1,4.1,13.106861,101.008389
INVT,UPC-05,CBR7607-NB1P4,4.1,13.333611,101.139167
INVT,UPC-05,CBR7923-NB1P4,4.1,13.27,101.124444
INVT,UPC-05,CBR8562-NB1P4,4.1,13.075556,100.962778
INVT,UPC-05,CBR8579-NB1P4,4.1,13.314444,101.104444
INVT,UPC-05,CBR8580-NB1P4,4.1,13.2975,101.122222
INVT,UPC-05,CBR8640-NB1P4,4.1,12.718889,100.903056
INVT,UPC-05,CBR8642-NB1P4,4.1,12.693056,100.894444
INVT,UPC-05,CBR8659-NB1P4,4.1,12.678889,100.907222
INVT,UPC-05,CBR8715-NB1P4,4.1,13.506944,101.158889
INVT,UPC-05,CBR8719-NB1P4,4.1,13.251667,101.156389
INVT,UPC-05,CBR8814-NB1P4,4.1,13.033889,101.118056
INVT,UPC-05,CTB3006-NB1P4,4.1,12.666389,102.091667
INVT,UPC-05,CTB8517-NB1P4,4.1,12.586944,102.117222
INVT,UPC-05,NKN6703-NB1P4,4.1,14.211944,100.939167
INVT,UPC-05,NKN6709-NB1P4,4.1,13.971944,101.008056
INVT,UPC-05,NKN7104-NB1P4,4.1,14.305833,101.314167
INVT,UPC-05,NKN8501-NB1P4,4.1,14.204167,101.203333
INVT,UPC-05,NKN8506-NB1P4,4.1,14.197778,101.192778
INVT,UPC-05,NKN8508-NB1P4,4.1,14.2105,101.209
INVT,UPC-05,PCR6751-NB1P4,4.1,13.911944,101.548333
INVT,UPC-05,PCR7133-NB1P4,4.1,13.7975,101.518056
INVT,UPC-05,PCR7142-NB1P4,4.1,14.009167,101.183056
INVT,UPC-05,PCR8500-NB1P4,4.1,14.046667,101.370556
INVT,UPC-05,PCR8519-NB1P4,4.1,14.113056,101.791667
INVT,UPC-05,PCR8527-NB1P4,4.1,13.905278,101.556944
INVT,UPC-05,RYG0030-NB1P4,4.1,12.691389,101.270556
INVT,UPC-05,RYG6035-NB1P4,4.1,12.768056,101.291389
INVT,UPC-05,RYG6754-NB1P4,4.1,13.020278,101.112778
INVT,UPC-05,RYG6755-NB1P4,4.1,13.014167,101.149167
INVT,UPC-05,RYG6768-NB1P4,4.1,12.658056,101.589167
INVT,UPC-05,RYG6777-NB1P4,4.1,13.015556,101.170278
INVT,UPC-05,RYG7173-NB1P4,4.1,12.844722,101.179167
INVT,UPC-05,RYG7232-NB1P4,4.1,13.021944,101.138889
INVT,UPC-05,RYG8514-NB1P4,4.1,12.704444,101.273333
INVT,UPC-05,SKO6023-NB1P4,4.1,13.417778,102.200556
INVT,UPC-05,SKO8511-NB1P4,4.1,13.734167,102.318056
INVT,UPC-05,SKO8526-NB1P4,4.1,13.496667,102.185556
INVT,UPC-05,CBR2017-NB1P5,4.09,13.059444,100.966667
INVT,UPC-05,CBR3008-NB1P4,4.09,13.213056,101.220556
INVT,UPC-05,CBR3009-NB1P4,4.09,13.294167,101.259167
INVT,UPC-05,CBR6790-NB1P4,4.09,13.085278,100.972778
INVT,UPC-05,CBR6793-NB1P4,4.09,13.086389,100.991667
INVT,UPC-05,CBR6795-NB1P4,4.09,13.095556,101.018333
INVT,UPC-05,CBR6807-NB1P4,4.09,13.095278,101.053889
INVT,UPC-05,CBR7188-NB1P4,4.09,13.095278,101.002778
INVT,UPC-05,CBR8789-NB1P4,4.09,13.073056,100.995278
INVT,UPC-05,NKN8512-NB1P4,4.09,14.223056,101.234167
INVT,UPC-05,RYG0006-NB1P4,4.09,12.681389,101.284167
INVT,UPC-05,RYG0031-NB1P4,4.09,12.745,101.095278
INVT,UPC-05,RYG0032-NB1P4,4.09,12.7275,101.148889
INVT,UPC-05,RYG0050-NB1P4,4.09,12.656667,101.328056
INVT,UPC-05,RYG1606-NB1P4,4.09,12.639444,101.554167
INVT,UPC-05,RYG1639-NB1P4,4.09,12.829167,101.234444
INVT,UPC-05,RYG1829-NB1P4,4.09,12.685556,101.114167
INVT,UPC-05,RYG2500-NB1P4,4.09,12.704167,101.131667
INVT,UPC-05,RYG3607-NB1P4,4.09,12.711667,101.241667
INVT,UPC-05,RYG4003-NB1P4,4.09,12.959167,101.17
INVT,UPC-05,RYG6014-NB1P5,4.09,12.684167,101.241667
INVT,UPC-05,RYG6029-NB1P4,4.09,12.638889,101.493889
INVT,UPC-05,RYG7100-NB1P4,4.09,12.9975,101.130278
INVT,UPC-05,RYG7112-NB1P4,4.09,13.039167,101.186389
INVT,UPC-05,RYG7132-NB1P4,4.09,13.020556,101.1275
INVT,UPC-05,RYG7145-NB1P4,4.09,12.823056,101.214167
INVT,UPC-05,RYG7146-NB1P4,4.09,13.003056,101.139167
INVT,UPC-05,RYG7156-NB1P4,4.09,13.000278,101.175556
INVT,UPC-05,RYG7162-NB1P4,4.09,12.780278,101.188056
INVT,UPC-05,RYG7174-NB1P4,4.09,12.868056,101.138889
INVT,UPC-05,RYG7195-NB1P4,4.09,13.013056,101.140556
INVT,UPC-05,RYG7199-NB1P4,4.09,12.681667,101.159167
INVT,UPC-05,RYG7217-NB1P4,4.09,12.848056,101.312778
INVT,UPC-05,RYG7223-NB1P4,4.09,13.080556,101.211667
INVT,UPC-05,RYG8508-NB1P4,4.09,12.666667,101.263889
INVT,UPC-05,RYG8511-NB1P4,4.09,12.693056,101.252778
INVT,UPC-05,RYG8513-NB1P4,4.09,12.693056,101.205556
INVT,UPC-05,RYG8530-NB1P4,4.09,12.675556,101.246667
INVT,UPC-05,RYG8578-NB1P4,4.09,12.650556,101.344167
INVT,UPC-05,RYG8622-NB1P4,4.09,12.9925,101.151667
INVT,UPC-05,CTB7144-NB1P4,4,12.607222,102.083333
INVT,UPC-05,RYG6756-NB1P4,4,12.674444,101.305861
GROWATT,UPC-05,RYG6023-DN1P10,10.2,12.68095,101.25798
GROWATT,UPC-05,CBR1828-NB1P5,5.3,13.14439,101.02013
GROWATT,UPC-05,CCS1860-NB1P5,5.3,13.59244,101.44409
GROWATT,UPC-05,RYG6746-NB1P5,5.3,12.70506,101.11088
GROWATT,UPC-05,CBR1615-NB1P5,5.1,13.23872,101.13422
GROWATT,UPC-05,CBR1619-NB1P5,5.1,12.84394,100.95272
GROWATT,UPC-05,CBR1862-NB1P5,5.1,13.28875,100.95611
GROWATT,UPC-05,CBR5562-NB1P5,5.1,13.07576,100.94732
GROWATT,UPC-05,CBR5563-NB1P5,5.1,12.98327,100.93922
GROWATT,UPC-05,CBR5564-NB1P5,5.1,13.4,101
GROWATT,UPC-05,CBR6704-NB1P5,5.1,13.4,101
GROWATT,UPC-05,CBR6717-NB1P5,5.1,12.97209,100.93108
GROWATT,UPC-05,CBR6723-NB1P5,5.1,12.979268,101.060912
GROWATT,UPC-05,CBR6725-NB1P5,5.1,12.95062,100.9659
GROWATT,UPC-05,CBR6726-NB1P5,5.1,12.90203,100.94147
GROWATT,UPC-05,CBR6730-NB1P5,5.1,13.44541,101.21026
GROWATT,UPC-05,CBR6744-NB1P5,5.1,13.14614,101.01996
GROWATT,UPC-05,CBR6747-NB1P5,5.1,13.41089,101.08896
GROWATT,UPC-05,CBR6763-NB1P5,5.1,13.4,101
GROWATT,UPC-05,CBR8695-NB1P5,5.1,13.05,100.949
GROWATT,UPC-05,CBR8717-NB1P5,5.1,13.33611,101.05434
GROWATT,UPC-05,CCS1874-NB1P5,5.1,13.69115,101.1529
GROWATT,UPC-05,CCS1876-NB1P5,5.1,13.71103,101.10163
GROWATT,UPC-05,CCS6005-NB1P5,5.1,13.72769,101.03264
GROWATT,UPC-05,CCS6710-NB1P5,5.1,13.84025,100.9655
GROWATT,UPC-05,CCS6712-NB1P5,5.1,13.659947,100.953502
GROWATT,UPC-05,CCS6715-NB1P5,5.1,13.74821,100.93698
GROWATT,UPC-05,CCS6716-NB1P5,5.1,13.71114,100.92628
GROWATT,UPC-05,CCS6717-NB1P5,5.1,13.89727,101.11224
GROWATT,UPC-05,CCS6735-NB1P5,5.1,13.93052,100.93418
GROWATT,UPC-05,CCS8554-NB1P5,5.1,13.53074,100.96131
GROWATT,UPC-05,CTB6771-NB1P5,5.1,13.146,102.313
GROWATT,UPC-05,CTB6773-NB1P5,5.1,13.078,102.444
GROWATT,UPC-05,NKN1861-NB1P5,5.1,14.26879,101.15974
GROWATT,UPC-05,NKN6728-NB1P5,5.1,14.2097,101.2467
GROWATT,UPC-05,NKN6732-NB1P5,5.1,14.24315,101.06886
GROWATT,UPC-05,PCR1829-NB1P5,5.1,13.8942,101.59304
GROWATT,UPC-05,PCR1864-NB1P5,5.1,14.08434,101.39582
GROWATT,UPC-05,PCR6740-NB1P5,5.1,14.04767,101.36437
GROWATT,UPC-05,RYG1823-NB1P5,5.1,12.70811,101.20667
GROWATT,UPC-05,RYG1860-NB1P5,5.1,12.68095,101.25798
GROWATT,UPC-05,RYG1863-NB1P5,5.1,12.68844,101.05045
GROWATT,UPC-05,RYG1871-NB1P5,5.1,12.85454,101.74087
GROWATT,UPC-05,RYG1874-NB1P5,5.1,12.82058,101.66903
GROWATT,UPC-05,RYG6741-NB1P5,5.1,12.6933,101.22542
GROWATT,UPC-05,RYG6743-NB1P5,5.1,12.63611,101.34433
GROWATT,UPC-05,RYG6744-NB1P5,5.1,12.66153,101.47306
GROWATT,UPC-05,RYG8556-NB1P5,5.1,12.71748,101.08433
GROWATT,UPC-05,SKO6725-NB1P5,5.1,13.574,102.436
GROWATT,UPC-05,CBR0018-NB1P5,4.92,12.964492,100.890021
GROWATT,UPC-05,CBR0104-NB1P5,4.92,13.142685,100.915537
GROWATT,UPC-05,CBR0110-NB1P5,4.92,13.333,100.991
GROWATT,UPC-05,CBR0209-NB1P5,4.92,13.399,101.008
GROWATT,UPC-05,CBR0220-NB1P5,4.92,13.415,101.048
GROWATT,UPC-05,CBR0221-NB1P5,4.92,13.49,101.049
GROWATT,UPC-05,CBR0561-NB1P5,4.92,13.4719,101.09914
GROWATT,UPC-05,CBR1606-NB1P5,4.92,13.396,101.026
GROWATT,UPC-05,CBR1643-NB1P5,4.92,13.315,100.975
GROWATT,UPC-05,CBR1658-NB1P5,4.92,13.449,101.05966
GROWATT,UPC-05,CBR2501-NB1P5,4.92,13.301,100.907
GROWATT,UPC-05,CBR2504-NB1P5,4.92,12.96022,100.9923
GROWATT,UPC-05,CBR6844-NB1P5,4.92,12.78286,100.99178
GROWATT,UPC-05,CBR8561-NB1P5,4.92,13.4,101
GROWATT,UPC-05,CBR8674-NB1P5,4.92,13.4,101
GROWATT,UPC-05,CBR8697-NB1P5,4.92,13.4,101
GROWATT,UPC-05,CBR8703-NB1P5,4.92,13.4,101
GROWATT,UPC-05,CBR8745-NB1P5,4.92,13.454,101.097
GROWATT,UPC-05,CBR8784-NB1P5,4.92,13.05433,101.06273
GROWATT,UPC-05,CCS1603-NB1P5,4.92,13.584195,101.012019
GROWATT,UPC-05,CCS1633-NB1P5,4.92,13.50884,100.98899
GROWATT,UPC-05,CCS3151-NB1P5,4.92,13.50381,100.95667
GROWATT,UPC-05,CCS4002-NB1P5,4.92,13.60396,101.11674
GROWATT,UPC-05,CCS6733-NB1P5,4.92,13.54541,100.99074
GROWATT,UPC-05,CCS8587-NB1P5,4.92,13.96338,100.96119
GROWATT,UPC-05,CCS8597-NB1P5,4.92,13.61966,101.03263
GROWATT,UPC-05,RYG3605-NB1P5,4.92,12.772,101.174
GROWATT,UPC-05,CBR0023-NB1P4,4.1,12.983125,100.950843
GROWATT,UPC-05,CBR0117-NB1P4,4.1,13.301,100.993
GROWATT,UPC-05,CBR2006-NB1P4,4.1,13.536,101.101
GROWATT,UPC-05,CBR6702-NB1P4,4.1,12.956358,100.985776
GROWATT,UPC-05,CBR6703-NB1P4,4.1,12.9437,100.91492
GROWATT,UPC-05,CBR6727-NB1P4,4.1,12.960218,100.992295
GROWATT,UPC-05,CBR6737-NB1P4,4.1,13.448,101.01
GROWATT,UPC-05,CBR6767-NB1P4,4.1,12.960218,100.992295
GROWATT,UPC-05,CBR6769-NB1P4,4.1,13.25,101.219
GROWATT,UPC-05,CBR6771-NB1P4,4.1,13.09186,100.9299
GROWATT,UPC-05,CBR6778-NB1P4,4.1,12.960218,100.992295
GROWATT,UPC-05,CBR6780-NB1P4,4.1,13.08723,100.92625
GROWATT,UPC-05,CBR6784-NB1P4,4.1,13.105,100.973
GROWATT,UPC-05,CBR6785-NB1P4,4.1,13.108,100.963
GROWATT,UPC-05,CBR6787-NB1P4,4.1,13.09256,100.95187
GROWATT,UPC-05,CBR6791-NB1P4,4.1,13.08734,100.94882
GROWATT,UPC-05,CBR6794-NB1P4,4.1,13.413,101
GROWATT,UPC-05,CBR6796-NB1P4,4.1,13.04392,101.07407
GROWATT,UPC-05,CBR6799-NB1P4,4.1,13.07642,101.08611
GROWATT,UPC-05,CBR6800-NB1P4,4.1,13.445,100.995
GROWATT,UPC-05,CBR6801-NB1P4,4.1,13.444,101.02
GROWATT,UPC-05,CBR6809-NB1P4,4.1,13.332,100.97
GROWATT,UPC-05,CBR7007-NB1P4,4.1,12.88195,100.90287
GROWATT,UPC-05,CBR7010-NB1P4,4.1,12.872,100.903
GROWATT,UPC-05,CBR7016-NB1P4,4.1,13.4,101
GROWATT,UPC-05,CBR7018-NB1P4,4.1,13.11971,100.94201
GROWATT,UPC-05,CBR7019-NB1P4,4.1,13.11089,100.93256
GROWATT,UPC-05,CBR7021-NB1P4,4.1,13.144,100.985
GROWATT,UPC-05,CBR7022-NB1P4,4.1,13.172,100.959
GROWATT,UPC-05,CBR7026-NB1P4,4.1,13.231,101.159
GROWATT,UPC-05,CBR7027-NB1P4,4.1,13.437,101.09
GROWATT,UPC-05,CBR7043-NB1P4,4.1,13.463,101.058
GROWATT,UPC-05,CBR7112-NB1P4,4.1,13.458,101.036
GROWATT,UPC-05,CBR7146-NB1P4,4.1,13.364,100.995
GROWATT,UPC-05,CBR7148-NB1P4,4.1,13.05253,101.1228
GROWATT,UPC-05,CBR7158-NB1P4,4.1,12.935798,100.94532
GROWATT,UPC-05,CBR7186-NB1P4,4.1,13.402,101.053
GROWATT,UPC-05,CBR7219-NB1P4,4.1,13.331,100.96
GROWATT,UPC-05,CBR7242-NB1P4,4.1,12.757,100.887
GROWATT,UPC-05,CBR7299-NB1P4,4.1,13.466,101.048
GROWATT,UPC-05,CBR7605-NB1P4,4.1,13.437,101.115
GROWATT,UPC-05,CBR7606-NB1P4,4.1,13.419,101.096
GROWATT,UPC-05,CBR8505-NB1P4,4.1,12.899023,100.903185
GROWATT,UPC-05,CBR8514-NB1P4,4.1,13.385,101.016
GROWATT,UPC-05,CBR8520-NB1P4,4.1,13.306,100.966
GROWATT,UPC-05,CBR8528-NB1P4,4.1,13.09091,100.93819
GROWATT,UPC-05,CBR8529-NB1P4,4.1,13.06874,100.92676
GROWATT,UPC-05,CBR8532-NB1P4,4.1,12.95298,100.91378
GROWATT,UPC-05,CBR8533-NB1P4,4.1,12.96575,100.92396
GROWATT,UPC-05,CBR8534-NB1P4,4.1,12.94407,100.92698
GROWATT,UPC-05,CBR8540-NB1P4,4.1,12.821705,100.920626
GROWATT,UPC-05,CBR8547-NB1P4,4.1,12.67,100.937
GROWATT,UPC-05,CBR8549-NB1P4,4.1,13.351,100.985
GROWATT,UPC-05,CBR8553-NB1P4,4.1,12.93983,100.90579
GROWATT,UPC-05,CBR8559-NB1P4,4.1,13.326,101.012
GROWATT,UPC-05,CBR8593-NB1P4,4.1,13.33984,100.97753
GROWATT,UPC-05,CBR8624-NB1P4,4.1,13.07649,100.92671
GROWATT,UPC-05,CBR8630-NB1P4,4.1,13.416,101.031
GROWATT,UPC-05,CBR8635-NB1P4,4.1,12.90226,100.89756
GROWATT,UPC-05,CBR8636-NB1P4,4.1,12.86029,100.92736
GROWATT,UPC-05,CBR8641-NB1P4,4.1,13.411,101.057
GROWATT,UPC-05,CBR8649-NB1P4,4.1,12.960218,100.992295
GROWATT,UPC-05,CBR8653-NB1P4,4.1,13.11639,100.913705
GROWATT,UPC-05,CBR8656-NB1P4,4.1,12.96053,100.91463
GROWATT,UPC-05,CCS1604-NB1P4,4.1,13.637,101.0162
GROWATT,UPC-05,CCS1634-NB1P4,4.1,13.77221,101.0675
GROWATT,UPC-05,CCS2254-NB1P4,4.1,13.65936,101.09596
GROWATT,UPC-05,CCS3341-NB1P4,4.1,13.47387,100.92657
GROWATT,UPC-05,CCS6759-NB1P4,4.1,13.57798,100.94913
GROWATT,UPC-05,CCS6765-NB1P4,4.1,13.60386,101.11781
GROWATT,UPC-05,CCS7126-NB1P4,4.1,13.60388,101.11859
GROWATT,UPC-05,CCS7239-NB1P4,4.1,13.968,100.987
GROWATT,UPC-05,CCS8514-NB1P4,4.1,13.64798,101.06053
GROWATT,UPC-05,CCS8560-NB1P4,4.1,13.47772,101.01921
GROWATT,UPC-05,CCS8567-NB1P4,4.1,13.62945,101.03709
GROWATT,UPC-05,RYG1634-NB1P4,4.1,12.68095,101.25798
GROWATT,UPC-05,RYG6749-NB1P4,4.1,12.698,101.124
GROWATT,UPC-05,CBR1821-NB1P4,4.08,13.3574,101.21234
GROWATT,UPC-05,CBR1840-NB1P4,4.08,13.56568,101.21978
GROWATT,UPC-05,CBR1872-NB1P4,4.08,13.48522,101.23252
GROWATT,UPC-05,CBR6705-NB1P4,4.08,13.40681,101.40868
GROWATT,UPC-05,CBR6734-NB1P4,4.08,13.20924,101.17063
GROWATT,UPC-05,CBR6735-NB1P4,4.08,13.35134,101.16241
GROWATT,UPC-05,CBR6746-NB1P4,4.08,13.3622,100.98345
GROWATT,UPC-05,CBR7670-NB1P4,4.08,13.34,101.096
GROWATT,UPC-05,CCS1875-NB1P4,4.08,13.56548,101.21923
GROWATT,UPC-05,CCS5518-NB1P4,4.08,13.788137,101.235429
GROWATT,UPC-05,CCS6703-NB1P4,4.08,13.76241,101.38062
GROWATT,UPC-05,CCS6704-NB1P4,4.08,13.772,101.347
GROWATT,UPC-05,CCS6706-NB1P4,4.08,13.616,100.983
GROWATT,UPC-05,CCS6718-NB1P4,4.08,13.59601,101.18536
GROWATT,UPC-05,CCS6725-NB1P4,4.08,13.74021,101.13173
GROWATT,UPC-05,CCS6742-NB1P4,4.08,13.59525,101.39411
GROWATT,UPC-05,CCS6751-NB1P4,4.08,13.68944,101.00056
GROWATT,UPC-05,CCS6754-NB1P4,4.08,13.68603,101.10513
GROWATT,UPC-05,CCS6758-NB1P4,4.08,13.89098,101.03985
GROWATT,UPC-05,CTB6769-NB1P4,4.08,12.59449,102.14809
GROWATT,UPC-05,CTB6774-NB1P4,4.08,13.03885,102.4657
GROWATT,UPC-05,NKN6012-NB1P4,4.08,14.2134,101.11326
GROWATT,UPC-05,NKN6731-NB1P4,4.08,14.3234,101.07295
GROWATT,UPC-05,PCR6704-NB1P4,4.08,14.1,101.4
GROWATT,UPC-05,RYG1820-NB1P4,4.08,12.68095,101.25798
GROWATT,UPC-05,RYG1828-NB1P4,4.08,12.70824,101.77726
GROWATT,UPC-05,RYG1875-NB1P4,4.08,12.86082,101.66262
GROWATT,UPC-05,RYG5549-NB1P4,4.08,12.76888,101.32601
GROWATT,UPC-05,RYG6726-NB1P4,4.08,12.704,101.294
GROWATT,UPC-05,RYG6739-NB1P4,4.08,12.73328,101.317
GROWATT,UPC-05,SKO1822-NB1P4,4.08,13.48912,102.01863
GROWATT,UPC-05,SKO6003-NB1P4,4.08,13.908259,101.957883
GROWATT,UPC-05,SKO6722-NB1P4,4.08,13.727553,102.571498
GROWATT,UPC-05,SKO6731-NB1P4,4.08,13.582,102.365
GROWATT,UPC-05,SKO6740-NB1P4,4.08,13.54532,101.95226
GROWATT,UPC-05,SKO6741-NB1P4,4.08,13.5895,101.94293
GROWATT,UPC-06,SRB0023-NB1P10,10.2,14.81597,101.101439
GROWATT,UPC-06,ATG1501-NB1P5,5.1,14.68273,100.44926
GROWATT,UPC-06,ATG6002-NB1P5,5.1,14.662,100.406
GROWATT,UPC-06,ATG6703-NB1P5,5.1,14.58888,100.454722
GROWATT,UPC-06,ATG6710-NB1P5,5.1,14.6351,100.4105
GROWATT,UPC-06,ATG6711-NB1P5,5.1,14.71922,100.43365
GROWATT,UPC-06,ATG6725-NB1P5,5.1,14.509,100.467
GROWATT,UPC-06,LBR0011-NB1P5,5.1,15.0438,100.5441
GROWATT,UPC-06,LBR0028-NB1P5,5.1,14.84771,100.91089
GROWATT,UPC-06,LBR6730-NB1P5,5.1,14.79119,100.6922
GROWATT,UPC-06,LBR6737-NB1P5,5.1,14.82915,100.91217
GROWATT,UPC-06,LBR6745-NB1P5,5.1,14.7764,100.5966
GROWATT,UPC-06,LBR6752-NB1P5,5.1,15.12166,101.12173
GROWATT,UPC-06,NKW6705-NB1P5,5.1,15.898,99.475
GROWATT,UPC-06,NKW6711-NB1P5,5.1,15.522,99.97
GROWATT,UPC-06,NKW6725-NB1P5,5.1,15.633,100.106
GROWATT,UPC-06,NKW6742-NB1P5,5.1,15.829,99.5
GROWATT,UPC-06,NKW6746-NB1P5,5.1,15.793,99.458
GROWATT,UPC-06,NKW6747-NB1P5,5.1,15.847377,99.349863
GROWATT,UPC-06,NKW6794-NB1P5,5.1,15.787048,99.601228
GROWATT,UPC-06,SBR6710-NB1P5,5.1,14.8652,100.43533
GROWATT,UPC-06,SBR6712-NB1P5,5.1,15.01684,100.32599
GROWATT,UPC-06,SBR6714-NB1P5,5.1,14.8927,100.40815
GROWATT,UPC-06,SRB0017-NB1P5,5.1,14.53333,100.916672
GROWATT,UPC-06,SRB0018-NB1P5,5.1,14.5509,100.849
GROWATT,UPC-06,SRB0024-NB1P5,5.1,14.4857,100.778
GROWATT,UPC-06,SRB1101-NB1P5,5.1,14.74732,100.78094
GROWATT,UPC-06,SRB1401-NB1P5,5.1,14.5489,100.928
GROWATT,UPC-06,SRB1501-NB1P5,5.1,14.44,100.895
GROWATT,UPC-06,SRB1504-NB1P5,5.1,14.5063,100.9675
GROWATT,UPC-06,SRB1522-NB1P5,5.1,14.58932,100.82917
GROWATT,UPC-06,SRB1524-NB1P5,5.1,14.64681,100.87629
GROWATT,UPC-06,SRB1525-NB1P5,5.1,14.53333,100.916672
GROWATT,UPC-06,SRB1542-NB1P5,5.1,14.46865,100.93841
GROWATT,UPC-06,SRB5545-NB1P5,5.1,14.74843,100.90394
GROWATT,UPC-06,SRB6702-NB1P5,5.1,14.351,101.041
GROWATT,UPC-06,SRB6704-NB1P5,5.1,14.55867,100.89597
GROWATT,UPC-06,SRB6705-NB1P5,5.1,14.3472,100.8096
GROWATT,UPC-06,SRB6719-NB1P5,5.1,14.53333,100.916672
GROWATT,UPC-06,SRB6722-NB1P5,5.1,14.53333,100.916672
GROWATT,UPC-06,SRB6725-NB1P5,5.1,14.59112,100.7661
GROWATT,UPC-06,SRB6729-NB1P5,5.1,14.56949,100.79158
GROWATT,UPC-06,SRB6733-NB1P5,5.1,14.3591,100.8539
GROWATT,UPC-06,SRB6742-NB1P5,5.1,14.559,101.007
GROWATT,UPC-06,SRB6746-NB1P5,5.1,14.66298,101.1938
GROWATT,UPC-06,AYT6026-NB1P5,5.08,14.206,100.484
